Study,Trait_reported,Lead_variant,Molecular_trait,Gene_symbol,Tissue,Source,H3,H4,log2(H4/H3),Title,Author,Has_sumstats,numAssocLoci,nInitial cohort,study_nReplication,study_nCases,Publication_date,Journal,Pubmed_id,max_H4,min_H4
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,LCL,TwinsUK,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,brain (nucleus accumbens),GTEx-eQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,fibroblast,GTEx-eQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,brain (cerebellum),GTEx-eQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,lung,GTEx-eQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,adipose,GTEx-eQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,brain (cerebellum),GTEx-eQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,artery (tibial),GTEx-eQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,blood,GTEx-eQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,brain (spinal cord),GTEx-eQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,brain (DLPFC),GTEx-eQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,transverse colon,GTEx-eQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,brain (hypothalamus),GTEx-eQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,esophagus (gej),GTEx-eQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,skin,GTEx-eQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,artery (aorta),GTEx-eQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,tibial nerve,GTEx-eQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,prostate,GTEx-eQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,skin (suprapubic),GTEx-eQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,thyroid,GTEx-eQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,sigmoid colon,GTEx-eQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,muscle,GTEx-eQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,testis,GTEx-eQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,pituitary,GTEx-eQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,brain (cortex),GTEx-eQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,adipose (visceral),GTEx-eQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,heart (atrial appendage),GTEx-eQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,brain (anterior cingulate cortex),GTEx-eQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,brain (hippocampus),GTEx-eQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,Thyroid,GTEx-sQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,Adipose visceral omentum,GTEx-sQTL,0.18,0.82,2.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST003044,Crohn's disease [EA],5_96917099_G_A,ERAP2,ENSG00000164308,Ovary,GTEx-sQTL,0.18,0.82,2.17,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,0.98,0
GCST003044,Crohn's disease [EA],5_96917099_G_A,ERAP2,ENSG00000164308,Nerve tibial,GTEx-sQTL,0.18,0.82,2.15,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,0.98,0
GCST004132,Crohn's disease,5_96912106_T_C,ERAP2,ENSG00000164308,Neutrophil,Naranbhai_2015,0.18,0.82,2.15,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004132,Crohn's disease,2_233277353_G_A,ATG16L1,ENSG00000085978,Skin not sun exposed suprapubic,GTEx-sQTL,0.19,0.81,2.13,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0.2
GCST004132,Crohn's disease,5_96912106_T_C,ERAP2,ENSG00000164308,Macrophage IFNg 18h,Alasoo_2018,0.19,0.81,2.13,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST003044,Crohn's disease [EA],5_96917099_G_A,ERAP2,ENSG00000164308,Muscle skeletal,GTEx-sQTL,0.19,0.81,2.13,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,0.98,0
GCST003044,Crohn's disease [EA],2_233252937_T_C,ATG16L1,ENSG00000085978,Adrenal gland,GTEx-sQTL,0.16,0.7,2.12,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,0.98,0.2
GCST003043,Inflammatory bowel disease [EA],2_233264200_A_G,ATG16L1,ENSG00000085978,Adrenal gland,GTEx-sQTL,0.16,0.7,2.12,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,0.98,0.2
GCST004131,Inflammatory bowel disease,1_155199058_C_T,EFNA1,ENSG00000169242,skin (suprapubic),GTEx-eQTL,0.17,0.73,2.12,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.04
GCST004131,Inflammatory bowel disease,7_99171402_G_T,SMURF1,ENSG00000198742,Macrophage Listeria 5h,Nedelec_2016,0.17,0.74,2.11,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.12
GCST004131,Inflammatory bowel disease,7_6505557_A_G,KDELR2,ENSG00000136240,NK cell,Schmiedel_2018,0.19,0.81,2.11,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.35
GCST004132,Crohn's disease,3_49660026_G_A,RBM6,ENSG00000004534,muscle,FUSION,0.09,0.38,2.1,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0.1
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,Cells cultured fibroblasts,GTEx-sQTL,0.19,0.81,2.1,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004132,Crohn's disease,5_96912106_T_C,ERAP2,ENSG00000164308,Cells cultured fibroblasts,GTEx-sQTL,0.19,0.81,2.09,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST003044,Crohn's disease [EA],5_142146492_C_A,NDFIP1,ENSG00000131507,skin (suprapubic),GTEx-eQTL,0.18,0.74,2.08,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,0.98,0.1
GCST004132,Crohn's disease,5_96912106_T_C,ERAP2,ENSG00000164308,LCL,GEUVADIS,0.19,0.81,2.08,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004132,Crohn's disease,5_96912106_T_C,ERAP2,ENSG00000164308,Monocyte,Quach_2016,0.19,0.81,2.08,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004132,Crohn's disease,5_96912106_T_C,ERAP2,ENSG00000164308,Monocyte R848 6h,Quach_2016,0.19,0.81,2.08,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004132,Crohn's disease,5_96912106_T_C,ERAP2,ENSG00000164308,fibroblast,GENCORD,0.19,0.81,2.07,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004132,Crohn's disease,5_96912106_T_C,ERAP2,ENSG00000164308,Monocyte LPS 6h,Quach_2016,0.19,0.81,2.07,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004132,Crohn's disease,5_96912106_T_C,ERAP2,ENSG00000164308,Colon sigmoid,GTEx-sQTL,0.19,0.81,2.07,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004132,Crohn's disease,5_96912106_T_C,ERAP2,ENSG00000164308,Colon transverse,GTEx-sQTL,0.19,0.81,2.07,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004132,Crohn's disease,5_96912106_T_C,ERAP2,ENSG00000164308,Esophagus gastroesophageal junction,GTEx-sQTL,0.19,0.8,2.07,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST003044,Crohn's disease [EA],2_233252937_T_C,ATG16L1,ENSG00000085978,CD8+ T cell,CEDAR,0.19,0.78,2.06,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,0.98,0.2
GCST004132,Crohn's disease,5_96912106_T_C,ERAP2,ENSG00000164308,NK cell,Schmiedel_2018,0.19,0.81,2.06,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004132,Crohn's disease,5_96912106_T_C,ERAP2,ENSG00000164308,Th2 cell,Schmiedel_2018,0.19,0.81,2.06,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004132,Crohn's disease,5_96912106_T_C,ERAP2,ENSG00000164308,Th17 cell,Schmiedel_2018,0.19,0.81,2.06,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004132,Crohn's disease,5_96912106_T_C,ERAP2,ENSG00000164308,Monocyte,Schmiedel_2018,0.19,0.81,2.06,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004132,Crohn's disease,5_96912106_T_C,ERAP2,ENSG00000164308,Monocyte CD16+,Schmiedel_2018,0.19,0.81,2.06,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0
